"SAMPLE_NUMBER","LOGIN_DATE","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","REPLICATE_COUNT","PRODUCT","CUSTOMER","IN_SPEC","PRODUCT_GRADE","SAMPLE_NAME","NAME"
"7773212","14/09/2015 09:37:19 AM","14/09/2015 09:37:19 AM","T","ICPM050214","Iodine","UG_P_100G","107.238","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-15-0025"
"7773235","14/09/2015 09:41:12 AM","14/09/2015 09:41:12 AM","T","IODI010493","Iodine","UG_P_100G","246","1","PDR_INFANT","621","T","TM237","2015166510","IODI01-15-0152"
"7773235","14/09/2015 09:41:12 AM","14/09/2015 09:41:12 AM","T","IODI010493","Iodine","UG_P_100G","135","2","PDR_INFANT","621","T","TM237","2015166510","IODI01-15-0155"
"7773238","14/09/2015 09:42:10 AM","14/09/2015 09:42:10 AM","T","IODI010493","Iodine","UG_P_100G","125","2","PDR_INFANT","621","T","TM237","2015166511","IODI01-15-0155"
"7773238","14/09/2015 09:42:10 AM","14/09/2015 09:42:10 AM","T","IODI010493","Iodine","UG_P_100G","183","1","PDR_INFANT","621","T","TM237","2015166511","IODI01-15-0152"
"7773239","14/09/2015 09:42:59 AM","14/09/2015 09:42:59 AM","T","IODI010493","Iodine","UG_P_100G","226","1","PDR_INFANT","621","T","TM237","2015166512","IODI01-15-0152"
"7773239","14/09/2015 09:42:59 AM","14/09/2015 09:42:59 AM","T","IODI010493","Iodine","UG_P_100G","115","2","PDR_INFANT","621","T","TM237","2015166512","IODI01-15-0155"
"7773243","14/09/2015 09:43:50 AM","14/09/2015 09:43:50 AM","T","IODI010493","Iodine","UG_P_100G","110","2","PDR_INFANT","621","T","TM237","2015166513","IODI01-15-0155"
"7773243","14/09/2015 09:43:50 AM","14/09/2015 09:43:50 AM","T","IODI010493","Iodine","UG_P_100G","229","1","PDR_INFANT","621","T","TM237","2015166513","IODI01-15-0152"
"7773496","14/09/2015 10:05:49 AM","14/09/2015 10:05:49 AM","T","IODI010493","Iodine","UG_P_100G","130","1","QC","","T","SRM","SRM","IODI01-15-0148"
"7773498","14/09/2015 10:06:32 AM","14/09/2015 10:06:32 AM","T","IODI010493","Iodine","UG_P_100G","195","1","QC","","T","SRM","SRM","IODI01-15-0148"
"7773510","14/09/2015 10:08:41 AM","14/09/2015 10:08:41 AM","T","IODI010493","Iodine","UG_P_100G","170","1","PDR_INFANT","MG80","T","MG3633","7439967","IODI01-15-0149"
"7773510","14/09/2015 10:08:41 AM","14/09/2015 10:08:41 AM","T","IODI010493","Iodine","UG_P_100G","140","2","PDR_INFANT","MG80","T","MG3633","7439967","IODI01-15-0154"
"7775929","15/09/2015 12:08:46 AM","15/09/2015 12:08:46 AM","T","IODI010493","Iodine","UG_P_100G","135","1","PDR_WPC","MG80","T","MG2422","7440532","IODI01-15-0150"
"7775931","15/09/2015 12:11:59 AM","15/09/2015 12:11:59 AM","T","IODI010493","Iodine","UG_P_100G","50","2","PDR_WPC","MG80","T","MG2422","7440533","IODI01-15-0154"
"7775931","15/09/2015 12:11:59 AM","15/09/2015 12:11:59 AM","T","IODI010493","Iodine","UG_P_100G","50","1","PDR_WPC","MG80","T","MG2422","7440533","IODI01-15-0149"
"7775933","15/09/2015 12:14:47 AM","15/09/2015 12:14:47 AM","T","IODI010493","Iodine","UG_P_100G","130","1","PDR_WPC","MG80","T","MG2422","7440538","IODI01-15-0150"
"7775935","15/09/2015 12:17:29 AM","15/09/2015 12:17:29 AM","T","IODI010493","Iodine","UG_P_100G","140","1","PDR_WPC","MG80","T","MG2422","7440541","IODI01-15-0150"
"7776380","15/09/2015 07:13:06 AM","15/09/2015 07:13:06 AM","T","IODI010493","Iodine","UG_P_100G","140","1","PDR_INFANT","MG80","T","MG3634","7440653","IODI01-15-0150"
"7776380","15/09/2015 07:13:06 AM","15/09/2015 07:13:06 AM","T","ICPM050214","Iodine","UG_P_100G","95.231","1","PDR_INFANT","MG80","T","MG3634","7440653","ICPM05-15-0035"
"7777648","15/09/2015 10:25:43 AM","15/09/2015 10:25:43 AM","T","ICPM050214","Iodine","UG_P_100G","99.864","1","PDR_INFANT","MG80","T","MG3634","7441003","ICPM05-15-0035"
"7777648","15/09/2015 10:25:43 AM","15/09/2015 10:25:43 AM","T","IODI010493","Iodine","UG_P_100G","145","1","PDR_INFANT","MG80","T","MG3634","7441003","IODI01-15-0150"
"7778551","15/09/2015 01:10:08 PM","15/09/2015 01:10:08 PM","T","IODI010493","Iodine","UG_P_100G","139","1","PDR_INFANT","621","T","TM446274","2015168824","IODI01-15-0152"
"7778551","15/09/2015 01:10:08 PM","15/09/2015 01:10:08 PM","T","IODI010493","Iodine","UG_P_100G","110","2","PDR_INFANT","621","T","TM446274","2015168824","IODI01-15-0155"
"7778598","15/09/2015 01:19:52 PM","15/09/2015 01:19:52 PM","T","IODI010493","Iodine","UG_P_100G","155","1","QC","","F","SRM","SRM","IODI01-15-0149"
"7778610","15/09/2015 01:20:44 PM","15/09/2015 01:20:44 PM","T","IODI010493","Iodine","UG_P_100G","255","1","QC","","F","SRM","SRM","IODI01-15-0149"
"7778822","15/09/2015 01:59:37 PM","15/09/2015 01:59:37 PM","T","ICPM050214","Iodine","UG_P_100G","132.094","1","PDR_INFANT","621","T","TM306","2015166804","ICPM05-15-0036"
"7778822","15/09/2015 01:59:37 PM","15/09/2015 01:59:37 PM","T","IODI010493","Iodine","UG_P_100G","145","1","PDR_INFANT","621","T","TM306","2015166804","IODI01-15-0158"
"7778881","15/09/2015 02:11:05 PM","15/09/2015 02:11:05 PM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","621","T","TM302","2015166790","IODI01-15-0158"
"7778881","15/09/2015 02:11:05 PM","15/09/2015 02:11:05 PM","T","ICPM050214","Iodine","UG_P_100G","135.946","1","PDR_INFANT","621","T","TM302","2015166790","ICPM05-15-0036"
"7778945","15/09/2015 02:26:00 PM","15/09/2015 02:26:00 PM","T","ICPM050214","Iodine","UG_P_100G","90.462","1","PDR_INFANT","621","T","TM300","2015167756","ICPM05-15-0036"
"7778945","15/09/2015 02:26:00 PM","15/09/2015 02:26:00 PM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","621","T","TM300","2015167756","IODI01-15-0158"
"7778977","15/09/2015 02:32:36 PM","15/09/2015 02:32:36 PM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM301","2015166776","IODI01-15-0158"
"7778977","15/09/2015 02:32:36 PM","15/09/2015 02:32:36 PM","T","ICPM050214","Iodine","UG_P_100G","103.337","1","PDR_INFANT","621","T","TM301","2015166776","ICPM05-15-0036"
"7779019","15/09/2015 02:38:51 PM","15/09/2015 02:38:51 PM","T","ICPM050214","Iodine","UG_P_100G","85.111","1","PDR_INFANT","621","T","TM552","2015167242","ICPM05-15-0035"
"7779019","15/09/2015 02:38:51 PM","15/09/2015 02:38:51 PM","T","IODI010493","Iodine","UG_P_100G","115","1","PDR_INFANT","621","T","TM552","2015167242","IODI01-15-0158"
"7779794","15/09/2015 05:49:51 PM","15/09/2015 05:49:51 PM","T","ICPM050214","Iodine","UG_P_100G","55.76","1","PDR_INFANT","MG80","T","MG3740","7441395","ICPM05-15-0035"
"7779794","15/09/2015 05:49:51 PM","15/09/2015 05:49:51 PM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","MG80","T","MG3740","7441395","IODI01-15-0150"
"7780408","16/09/2015 06:51:31 AM","16/09/2015 06:51:31 AM","T","ICPM050214","Iodine","UG_P_100G","109.064","1","PDR_INFANT","621","T","TMI","2015168623","ICPM05-15-0036"
"7780408","16/09/2015 06:51:31 AM","16/09/2015 06:51:31 AM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","621","T","TMI","2015168623","IODI01-15-0158"
"7780499","16/09/2015 07:14:56 AM","16/09/2015 07:14:56 AM","T","IODI010493","Iodine","UG_P_100G","90","2","PDR_INFANT","MG80","T","MG3634","7441724","IODI01-15-0155"
"7780499","16/09/2015 07:14:56 AM","16/09/2015 07:14:56 AM","T","IODI010493","Iodine","UG_P_100G","175","1","PDR_INFANT","MG80","T","MG3634","7441724","IODI01-15-0152"
"7781102","16/09/2015 09:13:01 AM","16/09/2015 09:13:01 AM","T","IODI010493","Iodine","UG_P_100G","289","1","PDR_WPC","MG20","T","MG2412","7441857","IODI01-15-0152"
"7781102","16/09/2015 09:13:01 AM","16/09/2015 09:13:01 AM","T","IODI010493","Iodine","UG_P_100G","165","2","PDR_WPC","MG20","T","MG2412","7441857","IODI01-15-0155"
"7782936","16/09/2015 01:51:10 PM","16/09/2015 01:51:10 PM","T","ICPM050214","Iodine","UG_P_100G","188.324","2","PDR_INFANT","621","T","TM446059","2015169949","ICPM05-15-0039"
"7782936","16/09/2015 01:51:10 PM","16/09/2015 01:51:10 PM","T","ICPM050214","Iodine","UG_P_100G","190.032","3","PDR_INFANT","621","T","TM446059","2015169949","ICPM05-15-0039"
"7782936","16/09/2015 01:51:10 PM","16/09/2015 01:51:10 PM","T","ICPM050214","Iodine","UG_P_100G","175.706","1","PDR_INFANT","621","T","TM446059","2015169949","ICPM05-15-0036"
"7782936","16/09/2015 01:51:10 PM","16/09/2015 01:51:10 PM","T","IODI010493","Iodine","UG_P_100G","185","1","PDR_INFANT","621","T","TM446059","2015169949","IODI01-15-0159"
"7782969","16/09/2015 01:58:49 PM","16/09/2015 01:58:49 PM","T","IODI010493","Iodine","UG_P_100G","139","1","QC","","T","SRM","SRM","IODI01-15-0150"
"7782980","16/09/2015 02:00:49 PM","16/09/2015 02:00:49 PM","T","ICPM050214","Iodine","UG_P_100G","90.993","1","PDR_INFANT","621","T","TM552","2015167962","ICPM05-15-0035"
"7782980","16/09/2015 02:00:49 PM","16/09/2015 02:00:49 PM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","621","T","TM552","2015167962","IODI01-15-0159"
"7782991","16/09/2015 02:03:17 PM","16/09/2015 02:03:17 PM","T","IODI010493","Iodine","UG_P_100G","215","1","QC","","T","SRM","SRM","IODI01-15-0150"
"7783659","16/09/2015 04:09:12 PM","16/09/2015 04:09:12 PM","T","IODI010493","Iodine","UG_P_100G","95","2","PDR_INFANT","MG80","T","MG3634","7442272","IODI01-15-0155"
"7783659","16/09/2015 04:09:12 PM","16/09/2015 04:09:12 PM","T","IODI010493","Iodine","UG_P_100G","178","1","PDR_INFANT","MG80","T","MG3634","7442272","IODI01-15-0152"
"7783969","16/09/2015 05:57:18 PM","16/09/2015 05:57:18 PM","T","ICPM050214","Iodine","UG_P_100G","139.293","2","PDR_INFANT","621","T","TMI","2015169502","ICPM05-15-0039"
"7783969","16/09/2015 05:57:18 PM","16/09/2015 05:57:18 PM","T","ICPM050214","Iodine","UG_P_100G","137.812","3","PDR_INFANT","621","T","TMI","2015169502","ICPM05-15-0039"
"7783969","16/09/2015 05:57:18 PM","16/09/2015 05:57:18 PM","T","IODI010493","Iodine","UG_P_100G","140","1","PDR_INFANT","621","T","TMI","2015169502","IODI01-15-0159"
"7783969","16/09/2015 05:57:18 PM","16/09/2015 05:57:18 PM","T","ICPM050214","Iodine","UG_P_100G","129.935","1","PDR_INFANT","621","T","TMI","2015169502","ICPM05-15-0036"
"7787403","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","90.732","1","PDR_INFANT","621","T","TM552","2015169858","ICPM05-15-0036"
"7787403","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","621","T","TM552","2015169858","IODI01-15-0154"
"7787403","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","90","2","PDR_INFANT","621","T","TM552","2015169858","IODI01-15-0157"
"7787403","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","95","3","PDR_INFANT","621","T","TM552","2015169858","IODI01-15-0157"
"7787499","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","115","2","PDR_INFANT","621","T","TM339","2015169838","IODI01-15-0157"
"7787499","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","115","3","PDR_INFANT","621","T","TM339","2015169838","IODI01-15-0157"
"7787499","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","155","1","PDR_INFANT","621","F","TM339","2015169838","IODI01-15-0154"
"7787499","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","116.028","1","PDR_INFANT","621","T","TM339","2015169838","ICPM05-15-0036"
"7787598","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","105.967","1","PDR_INFANT","621","T","TM230","2015169234","ICPM05-15-0036"
"7787598","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","621","F","TM230","2015169234","IODI01-15-0156"
"7787602","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","F","TM230","2015169235","IODI01-15-0156"
"7787602","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","95.405","1","PDR_INFANT","621","T","TM230","2015169235","ICPM05-15-0036"
"7787603","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","98.101","1","PDR_INFANT","621","T","TM230","2015169236","ICPM05-15-0036"
"7787603","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","F","TM230","2015169236","IODI01-15-0156"
"7787606","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","F","TM230","2015169237","IODI01-15-0156"
"7787606","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","98.934","1","PDR_INFANT","621","T","TM230","2015169237","ICPM05-15-0036"
"7788213","17/09/2015 03:39:06 PM","17/09/2015 03:39:06 PM","T","IODI010493","Iodine","UG_P_100G","199","1","QC","","F","SRM","SRM","IODI01-15-0152"
"7788220","17/09/2015 03:40:02 PM","17/09/2015 03:40:02 PM","T","IODI010493","Iodine","UG_P_100G","254","1","QC","","F","SRM","SRM","IODI01-15-0152"
"7789058","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","105.203","1","PDR_SMP","621","T","TM30513","2015170805","ICPM05-15-0036"
"7789058","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_SMP","621","T","TM30513","2015170805","IODI01-15-0156"
"7789080","17/09/2015 12:00:00 AM","17/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","621","T","TM446274","2015169935","IODI01-15-0155"
"7791399","18/09/2015 11:33:51 AM","18/09/2015 11:33:51 AM","T","ICPM050214","Iodine","UG_P_100G","115.071","1","PDR_INFANT","BONDPN","T","114493","000200681420","ICPM05-15-0034"
"7792820","18/09/2015 02:33:38 PM","18/09/2015 02:33:38 PM","T","IODI010493","Iodine","UG_P_100G","118","1","QC","","T","SRM","SRM","IODI01-15-0154"
"7792830","18/09/2015 02:34:57 PM","18/09/2015 02:34:57 PM","T","IODI010493","Iodine","UG_P_100G","191","1","QC","","T","SRM","SRM","IODI01-15-0154"
"7793335","18/09/2015 04:30:13 PM","18/09/2015 04:30:13 PM","T","ICPM050214","Iodine","UG_P_100G","108.225","1","PDR_INFANT","621","T","TM336","2015170907","ICPM05-15-0036"
"7793335","18/09/2015 04:30:13 PM","18/09/2015 04:30:13 PM","T","IODI010493","Iodine","UG_P_100G","110","1","PDR_INFANT","621","T","TM336","2015170907","IODI01-15-0156"
"7793376","18/09/2015 12:00:00 AM","18/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","6.115","1","PDR_SMP","621","T","TM30341","2015171632","ICPM05-15-0036"
"7793376","18/09/2015 12:00:00 AM","18/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","30","1","PDR_SMP","621","T","TM30341","2015171632","IODI01-15-0159"
"7793376","18/09/2015 12:00:00 AM","18/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","10","2","PDR_SMP","621","T","TM30341","2015171632","IODI01-15-0162"
"7793376","18/09/2015 12:00:00 AM","18/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","10","3","PDR_SMP","621","T","TM30341","2015171632","IODI01-15-0162"
"7793381","18/09/2015 12:00:00 AM","18/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","5.953","1","PDR_SMP","621","T","TM30341","2015171633","ICPM05-15-0036"
"7793381","18/09/2015 12:00:00 AM","18/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","15","1","PDR_SMP","621","T","TM30341","2015171633","IODI01-15-0160"
"7793406","18/09/2015 04:47:53 PM","18/09/2015 04:47:53 PM","T","ICPM050214","Iodine","UG_P_100G","120.038","1","PDR_INFANT","621","T","TM349","2015170493","ICPM05-15-0036"
"7793406","18/09/2015 04:47:53 PM","18/09/2015 04:47:53 PM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","621","T","TM349","2015170493","IODI01-15-0156"
"7794110","18/09/2015 12:00:00 AM","18/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","110","1","PDR_INFANT","621","T","TM446274","2015171940","IODI01-15-0156"
"7794110","18/09/2015 12:00:00 AM","18/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","106.892","1","PDR_INFANT","621","T","TM446274","2015171940","ICPM05-15-0036"
"7794300","19/09/2015 07:44:36 AM","19/09/2015 07:44:36 AM","T","IODI010493","Iodine","UG_P_100G","180","1","PDR_WPC","MG20","T","MG2412","7444878","IODI01-15-0156"
"7794685","19/09/2015 12:00:00 AM","19/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM552","2015171852","IODI01-15-0156"
"7794685","19/09/2015 12:00:00 AM","19/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","91.117","1","PDR_INFANT","621","T","TM552","2015171852","ICPM05-15-0036"
"7795181","19/09/2015 12:03:44 PM","19/09/2015 12:03:44 PM","T","IODI010493","Iodine","UG_P_100G","205","1","PDR_SMP","MG70","T","MG4900","7445140","IODI01-15-0156"
"7796097","19/09/2015 08:01:06 PM","19/09/2015 08:01:06 PM","T","IODI010493","Iodine","UG_P_100G","110","1","PDR_INFANT","621","T","TM446274","2015172976","IODI01-15-0156"
"7796097","19/09/2015 08:01:06 PM","19/09/2015 08:01:06 PM","T","ICPM050214","Iodine","UG_P_100G","103.85","1","PDR_INFANT","621","T","TM446274","2015172976","ICPM05-15-0036"
"7796516","20/09/2015 10:13:12 AM","20/09/2015 10:13:12 AM","T","ICPM050214","Iodine","UG_P_100G","130.486","1","PDR_INFANT","BONDPN","T","114462","000200684325","ICPM05-15-0034"
"7797102","20/09/2015 12:26:55 PM","20/09/2015 12:26:55 PM","T","ICPM050214","Iodine","UG_P_100G","85.675","1","PDR_INFANT","621","T","TM553","2015171664","ICPM05-15-0036"
"7797102","20/09/2015 12:26:55 PM","20/09/2015 12:26:55 PM","T","IODI010493","Iodine","UG_P_100G","90","1","PDR_INFANT","621","T","TM553","2015171664","IODI01-15-0156"
"7797121","20/09/2015 12:00:00 AM","20/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","110","1","PDR_INFANT","621","T","TM446274","2015173268","IODI01-15-0157"
"7797121","20/09/2015 12:00:00 AM","20/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","109.996","1","PDR_INFANT","621","T","TM446274","2015173268","ICPM05-15-0036"
"7797484","20/09/2015 02:08:37 PM","20/09/2015 02:08:37 PM","T","IODI010493","Iodine","UG_P_100G","195","1","PDR_WPC","MG20","T","MG2412","7446015","IODI01-15-0156"
"7797503","20/09/2015 02:19:16 PM","20/09/2015 02:19:16 PM","T","IODI010493","Iodine","UG_P_100G","195","1","PDR_WPC","MG20","T","MG2412","7446018","IODI01-15-0156"
"7798046","21/09/2015 06:42:07 AM","21/09/2015 06:42:07 AM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","MG80","T","MG3698","7446431","IODI01-15-0157"
"7798322","21/09/2015 12:00:00 AM","21/09/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM351","2015172113","IODI01-15-0157"
"7798322","21/09/2015 12:00:00 AM","21/09/2015 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","95.35","1","PDR_INFANT","621","T","TM351","2015172113","ICPM05-15-0036"
"7798857","21/09/2015 10:09:10 AM","21/09/2015 10:09:10 AM","T","ICPM050214","Iodine","UG_P_100G","92.487","1","PDR_INFANT","621","T","TM563","2015173028","ICPM05-15-0036"
"7798857","21/09/2015 10:09:10 AM","21/09/2015 10:09:10 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM563","2015173028","IODI01-15-0157"
"7798860","21/09/2015 10:10:08 AM","21/09/2015 10:10:08 AM","T","IODI010493","Iodine","UG_P_100G","90","1","PDR_INFANT","621","T","TM563","2015173031","IODI01-15-0157"
"7798860","21/09/2015 10:10:08 AM","21/09/2015 10:10:08 AM","T","ICPM050214","Iodine","UG_P_100G","93.571","1","PDR_INFANT","621","T","TM563","2015173031","ICPM05-15-0036"
"7798866","21/09/2015 10:11:02 AM","21/09/2015 10:11:02 AM","T","ICPM050214","Iodine","UG_P_100G","94.153","1","PDR_INFANT","621","T","TM563","2015173034","ICPM05-15-0036"
"7798866","21/09/2015 10:11:02 AM","21/09/2015 10:11:02 AM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","621","T","TM563","2015173034","IODI01-15-0157"
"7798878","21/09/2015 10:11:55 AM","21/09/2015 10:11:55 AM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","621","T","TM563","2015173037","IODI01-15-0157"
"7798878","21/09/2015 10:11:55 AM","21/09/2015 10:11:55 AM","T","ICPM050214","Iodine","UG_P_100G","92.573","1","PDR_INFANT","621","T","TM563","2015173037","ICPM05-15-0037"
"7798898","21/09/2015 10:15:50 AM","21/09/2015 10:15:50 AM","T","IODI010493","Iodine","UG_P_100G","110","1","QC","","T","SRM","SRM","IODI01-15-0155"
"7798916","21/09/2015 10:17:28 AM","21/09/2015 10:17:28 AM","T","ICPM050214","Iodine","UG_P_100G","92.607","1","PDR_INFANT","621","T","TM563","2015173964","ICPM05-15-0037"
"7798916","21/09/2015 10:17:28 AM","21/09/2015 10:17:28 AM","T","IODI010493","Iodine","UG_P_100G","85","1","PDR_INFANT","621","T","TM563","2015173964","IODI01-15-0157"
"7798942","21/09/2015 10:19:38 AM","21/09/2015 10:19:38 AM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","621","T","TM361","2015173188","IODI01-15-0157"
"7798942","21/09/2015 10:19:38 AM","21/09/2015 10:19:38 AM","T","ICPM050214","Iodine","UG_P_100G","89.935","1","PDR_INFANT","621","T","TM361","2015173188","ICPM05-15-0037"
"7799026","21/09/2015 10:27:51 AM","21/09/2015 10:27:51 AM","T","IODI010493","Iodine","UG_P_100G","173","1","QC","","T","SRM","SRM","IODI01-15-0155"
"7801610","22/09/2015 06:28:43 AM","22/09/2015 06:28:43 AM","T","IODI010493","Iodine","UG_P_100G","116","1","QC","","T","SRM","SRM","IODI01-15-0156"
"7801612","22/09/2015 06:31:20 AM","22/09/2015 06:31:20 AM","T","IODI010493","Iodine","UG_P_100G","172","1","QC","","T","SRM","SRM","IODI01-15-0156"
"7802525","22/09/2015 09:53:09 AM","22/09/2015 09:53:09 AM","T","ICPM050214","Iodine","UG_P_100G","0.0","1","QC","","T","BLANK","BLANK","ICPM05-15-0034"
"7802526","22/09/2015 09:53:14 AM","22/09/2015 09:53:14 AM","T","ICPM050214","Iodine","UG_P_100G","123.194","1","QC","","T","SRM","SRM","ICPM05-15-0034"
"7802767","22/09/2015 10:24:40 AM","22/09/2015 10:24:40 AM","T","IODI010493","Iodine","UG_P_100G","130","1","PDR_INFANT","MG80","T","MG3698","7447566","IODI01-15-0160"
"7802966","22/09/2015 10:59:58 AM","22/09/2015 10:59:58 AM","T","ICPM050214","Iodine","UG_P_100G","129.641","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-15-0034"
"7802978","22/09/2015 11:03:41 AM","22/09/2015 11:03:41 AM","T","ICPM050214","Iodine","UG_P_100G","90.166","1","PDR_INFANT","621","T","TM563","2015173317","ICPM05-15-0037"
"7802978","22/09/2015 11:03:41 AM","22/09/2015 11:03:41 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM563","2015173317","IODI01-15-0159"
"7802984","22/09/2015 11:04:30 AM","22/09/2015 11:04:30 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM563","2015173320","IODI01-15-0159"
"7802984","22/09/2015 11:04:30 AM","22/09/2015 11:04:30 AM","T","ICPM050214","Iodine","UG_P_100G","90.247","1","PDR_INFANT","621","T","TM563","2015173320","ICPM05-15-0037"
"7802986","22/09/2015 11:05:48 AM","22/09/2015 11:05:48 AM","T","ICPM050214","Iodine","UG_P_100G","91.65","1","PDR_INFANT","621","T","TM563","2015173323","ICPM05-15-0037"
"7802986","22/09/2015 11:05:48 AM","22/09/2015 11:05:48 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM563","2015173323","IODI01-15-0159"
"7802988","22/09/2015 11:06:44 AM","22/09/2015 11:06:44 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM563","2015173326","IODI01-15-0162"
"7802988","22/09/2015 11:06:44 AM","22/09/2015 11:06:44 AM","T","ICPM050214","Iodine","UG_P_100G","91.952","1","PDR_INFANT","621","T","TM563","2015173326","ICPM05-15-0037"
"7803032","22/09/2015 11:12:13 AM","22/09/2015 11:12:13 AM","T","ICPM050214","Iodine","UG_P_100G","92.569","1","PDR_INFANT","621","T","TM563","2015175002","ICPM05-15-0037"
"7803032","22/09/2015 11:12:13 AM","22/09/2015 11:12:13 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM563","2015175002","IODI01-15-0159"
"7803865","22/09/2015 01:10:07 PM","22/09/2015 01:10:07 PM","T","IODI010493","Iodine","MG_P_KG","2.2","1","PET_FOOD","U4","T","P_PETFOOD","","IODI01-15-0168"
"7804836","22/09/2015 03:45:52 PM","22/09/2015 03:45:52 PM","T","ICPM050214","Iodine","UG_P_100G","126.299","1","PDR_INFANT","OMNINOUR","T","TM447101","2015174780","ICPM05-15-0037"
"7804836","22/09/2015 03:45:52 PM","22/09/2015 03:45:52 PM","T","IODI010493","Iodine","UG_P_100G","135","1","PDR_INFANT","OMNINOUR","T","TM447101","2015174780","IODI01-15-0159"
"7806144","23/09/2015 06:52:55 AM","23/09/2015 06:52:55 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM563","2015174275","IODI01-15-0159"
